Feat1,Feat2,Feat3,Feat4,Feat5,Feat6,Feat7,Feat8,Feat9,Feat10,Feat11,Feat12,Feat13,Feat14,Feat15,Feat16,Feat17,Feat18,Feat19,Feat20,Feat21,Feat22,Feat23,Feat24,Feat25,Feat26,Feat27,Feat28,Feat29,Feat30,Feat31,Feat32,Feat33,Feat34,Feat35,Feat36,Feat37,Feat38,Feat39,Feat40,Feat41,prob1,prob2,classLabel
0,1,1,1,291,1010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,12,238,1,0,0.08,0.05,0,0,0,0,1,0,NoBug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,1.31E-06,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.9984809,0.00148654,Bug
0,1,1,1,245,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,35,0,0,0,0,1,0,0.09,62,255,1,0,0.02,0.01,0,0,0,0,1,0,Bug
0.3,1.3,1.3,1.3,227.3,182.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.3,8.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,2.10E-05,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,3.40E-06,NoBug
0,1,19,1,764,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12,159,0.83,0.25,0.08,0.01,0,0,0,0,1.00E+00,1.10E-06,NoBug
28,1,50,1,859,2586,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,40,4,0.1,0.43,0.03,0,0.03,0,0,0,0.9060248,0.09578848,Bug
0.3,1.3,49.3,1.3,854.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.3,10.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,24.3,49.3,0.97,0.38,0.97,0.34,0.3,0.3,0.3,0.3,0.00242141,0.99758565,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.31,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.22E-06,NoBug
0,1,1,1,227,8841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,4.54E-05,NoBug
1.3,1.3,19.3,1.3,1018.3,333.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,3.3,0.3,0.3,0.3,0.3,1.3,0.3,1.3,1.3,112.3,1.3,0.3,1.3,0.32,0.3,0.3,0.3,0.3,9.99E-01,7.97E-04,NoBug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,4.99E-05,NoBug
0.3,1.3,1.3,1.3,312.3,677.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.3,37.3,0.3,0.3,0.3,0.3,1.3,0.3,0.41,22.3,255.3,1.3,0.3,0.35,0.34,0.3,0.3,0.3,0.3,1,0,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,4.68E-06,NoBug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,9.69E-06,NoBug
0.3,1.3,49.3,1.3,884.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,14.3,39.3,0.73,0.44,0.73,0.35,0.3,0.3,0.3,0.3,0.70030427,0.29818624,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,1,0,Bug
28.3,1.3,50.3,1.3,859.3,2586.3,0.3,0.3,0.3,18.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,40.3,4.3,0.4,0.73,0.33,0.3,0.33,0.3,0.3,0.3,1,0,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.31,0.3,0.3,0.3,0.3,0.3,1,0,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1.00E+00,1.19E-07,Bug
0.3,1.3,1.3,1.3,235.3,695.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.3,13.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,6.26E-07,Bug
0,1,1,1,313,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,255,1,0,1,0.01,0,0,0,0,9.99E-01,7.32E-04,Bug
0,1,49,1,8325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,103,54,0.49,0.06,0.49,0.04,0,0,0,0,1,0,Bug
0,1,19,1,559,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,84,176,0.75,0.08,0.01,0.01,0.01,0.01,0.08,0.05,1.00E+00,7.21E-06,NoBug
0.3,1.3,1.3,1.3,268.3,9235.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.3,5.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,58.3,255.3,1.3,0.3,0.32,0.35,0.3,0.3,0.3,0.3,0.9970038,0.0029552,NoBug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,7.36E-06,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.9984981,0.0014005,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,1.49E-07,Bug
1.3,1.3,19.3,1.3,1661.3,330.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,3.3,0.3,0.3,0.3,0.3,1.3,0.3,1.3,172.3,126.3,0.67,0.34,0.31,0.32,0.31,0.3,0.32,0.32,0.9780633,0.02254525,Bug
0,1,1,1,243,2211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.19E-07,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.99551326,0.00447446,Bug
0,1,1,1,299,2178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,238,1,0,0.5,0.05,0,0,0,0,1,0,NoBug
0.3,1.3,1.3,1.3,297.3,13787.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,177.3,255.3,1.3,0.3,0.31,0.31,0.3,0.3,0.3,0.3,1.00E+00,3.49E-04,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,253.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1,0,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,4.41E-05,Bug
0.3,1.3,1.3,1.3,291.3,1010.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.3,12.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,12.3,238.3,1.3,0.3,0.38,0.35,0.3,0.3,0.3,0.3,1.00E+00,3.77E-05,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.89E-06,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,253.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,9.99E-01,9.09E-04,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,4.20E-05,NoBug
0.3,1.3,1.3,1.3,321.3,2060.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.3,18.3,0.3,0.3,0.3,0.3,1.3,0.3,0.41,8.3,255.3,1.3,0.3,0.42,0.33,0.3,0.3,0.3,0.3,0.9917351,0.00877804,Bug
0.3,1.3,1.3,1.3,247.3,259.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.3,26.3,0.3,0.3,0.3,0.3,1.3,0.3,0.42,53.3,255.3,1.3,0.3,0.32,0.31,0.3,0.3,0.3,0.3,1.00E+00,2.55E-05,Bug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1,0,Bug
0.3,1.3,1.3,1.3,222.3,19564.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.3,23.3,0.3,0.3,0.3,0.3,1.3,0.3,0.39,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.9972517,0.00269228,NoBug
0,1,1,1,322,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0.25,6,255,1,0,0.17,0.04,0,0,0,0,1,0,NoBug
0,1,1,1,313,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,255,1,0,1,0.01,0,0,0,0,1.00E+00,1.27E-04,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1,0,Bug
0.3,1.3,19.3,1.3,764.3,329.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,12.3,159.3,1.13,0.55,0.38,0.31,0.3,0.3,0.3,0.3,1.00E+00,2.15E-04,NoBug
0.3,1.3,1.3,1.3,275.3,525.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,16.3,0.3,0.3,0.3,0.3,1.3,0.3,0.49,2.3,255.3,1.3,0.3,0.8,0.35,0.3,0.3,0.3,0.3,0.9951793,0.00494835,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.50E-06,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1.00E+00,2.29E-06,NoBug
0.3,1.3,1.3,1.3,297.3,13787.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,177.3,255.3,1.3,0.3,0.31,0.31,0.3,0.3,0.3,0.3,0.9983825,0.00162053,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,6.56E-07,Bug
0,1,1,1,317,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,192,255,1,0,0.01,0.04,0,0,0,0,1.00E+00,2.38E-07,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.93E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1,0,Bug
1.3,1.3,19.3,1.3,1145.3,329.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,4.3,160.3,1.05,0.8,0.55,0.32,0.3,0.3,0.3,0.3,1,0,Bug
0,1,1,1,322,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0.25,6,255,1,0,0.17,0.04,0,0,0,0,1,0,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,252.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,9.99E-01,6.94E-04,Bug
0.3,1.3,1.3,1.3,322.3,680.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.3,8.3,0.3,0.3,0.3,0.3,1.3,0.3,0.55,6.3,255.3,1.3,0.3,0.47,0.34,0.3,0.3,0.3,0.3,0.9988615,0.0012708,Bug
0.3,1.3,49.3,1.3,615.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,1.3,0.3,0.3,0.3,0.3,0.8,1.3,0.3,174.3,56.3,0.62,0.33,0.62,0.3,0.3,0.3,0.3,0.3,0.9812839,0.01816767,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,NoBug
0.3,3.3,55.3,1.3,30.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,3.3,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.98566353,0.01274198,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,253.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,2.12E-06,NoBug
0.3,1.3,1.3,1.3,223.3,185.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,3.3,3.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,1.29E-05,NoBug
0,1,1,1,227,182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,Bug
0,1,1,1,307,1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,7.58E-05,NoBug
0,1,1,1,216,7504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,1.00E+00,3.24E-04,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,5.33E-06,NoBug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,252.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,9.99E-01,6.94E-04,Bug
0,1,49,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,9,38,0.33,0.22,0.33,0.08,0,0,0.11,0,0.6423979,0.3582179,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,5.36E-07,Bug
0,1,1,1,291,1010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,12,238,1,0,0.08,0.05,0,0,0,0,1,0,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,1.10E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.08E-05,NoBug
0.3,1.3,1.3,1.3,243.3,2211.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,21.3,21.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,9.94E-05,NoBug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,252.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.998533,0.00119105,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.31,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.78E-06,NoBug
0.3,1.3,1.3,1.3,247.3,259.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.3,26.3,0.3,0.3,0.3,0.3,1.3,0.3,0.42,53.3,255.3,1.3,0.3,0.32,0.31,0.3,0.3,0.3,0.3,1.00E+00,5.90E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1.00E+00,6.26E-07,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.35E-06,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1.00E+00,1.79E-07,NoBug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,252.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.93E-06,NoBug
0.3,1.3,19.3,1.3,764.3,329.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,12.3,159.3,1.13,0.55,0.38,0.31,0.3,0.3,0.3,0.3,0.9925623,0.00719693,Bug
1.3,1.3,19.3,1.3,3170.3,329.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,1.3,54.3,39.3,1.02,0.41,0.32,0.3,0.32,0.3,0.39,0.43,0.10885841,0.89346087,NoBug
0,1,1,1,268,9235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,58,255,1,0,0.02,0.05,0,0,0,0,1.00E+00,7.33E-05,NoBug
0,1,49,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,9,38,0.33,0.22,0.33,0.08,0,0,0.11,0,0.95504355,0.04556727,Bug
1.3,1.3,19.3,1.3,1625.3,377.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,1.3,8.3,160.3,1.18,0.55,0.42,0.32,0.3,0.3,0.3,0.3,9.99E-01,5.27E-04,NoBug
0.3,1.3,19.3,1.3,908.3,330.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,240.3,101.3,0.68,0.33,0.3,0.32,0.31,0.3,0.31,0.33,1.00E+00,7.45E-07,Bug
0,1,29,1,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.11,0.56,0,25,1,0.04,0.4,0.76,0,0,0,0,0,0.9695208,0.03069782,Bug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,71,255,1,0,0.01,0.01,0,0,0,0,1,0,Bug
0.3,1.3,19.3,1.3,559.3,336.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,84.3,176.3,1.05,0.38,0.31,0.31,0.31,0.31,0.38,0.35,1,0,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,1.79E-07,NoBug
0,1,1,1,218,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,32,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,1.00E+00,5.66E-07,Bug
0,1,1,1,313,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,255,1,0,1,0.01,0,0,0,0,1,0,Bug
